epoch,variance
0,1.1003344901894252e-08
50,1.6238736577633972e-08
100,2.6286397503128e-09
150,2.485434913435114e-10
200,2.2955683187664278e-10
250,2.1757153023660436e-10
300,2.0730056560225307e-10
350,1.9932402950395556e-10
400,1.9104376414169622e-10
450,1.841453795004e-10
499,1.7784296257872256e-10
