epoch,variance
0,1.1003344901894252e-08
50,1.6185447648808804e-08
100,2.602750015512356e-09
150,2.4880872362409434e-10
200,2.2960099099744724e-10
250,2.1797245952637212e-10
300,2.0735099748314667e-10
350,1.9911659820959215e-10
400,1.9120739713773816e-10
450,1.8403994994642403e-10
499,1.7791236539554944e-10
