epoch,variance
0,1.1003344901894252e-08
50,1.6246135103870074e-08
100,2.6269326713901364e-09
150,2.4856633418224305e-10
200,2.2953977607542697e-10
250,2.1731103028166388e-10
300,2.0650320342596729e-10
350,1.9881185586712036e-10
400,1.9062618150655908e-10
450,1.8384528621684382e-10
499,1.7783211014865685e-10
