epoch,variance
0,1.1003344901894252e-08
50,1.624084866591602e-08
100,2.6270605690825732e-09
150,2.4854948654784437e-10
200,2.2951576750251945e-10
250,2.1707520503344568e-10
300,2.0671532541260973e-10
350,1.9893281466565327e-10
400,1.9075864499118467e-10
450,1.837642815694096e-10
499,1.7791189355076398e-10
