epoch,variance
0,1.1003344901894252e-08
50,1.8347694918929847e-08
100,2.6021562682387867e-09
150,2.4683871613362385e-10
200,2.29333468881876e-10
250,2.1848599318641249e-10
300,2.087446049348074e-10
350,2.0001496292554322e-10
400,1.9236984227788412e-10
450,1.8515715349831652e-10
499,1.781920166976647e-10
