epoch,variance
0,1.1003344901894252e-08
50,1.6187753359986345e-08
100,2.606358240342388e-09
150,2.4886681604385785e-10
200,2.298232437691894e-10
250,2.1785850901068216e-10
300,2.0710803905199526e-10
350,1.988818970621864e-10
400,1.9054739730517412e-10
450,1.8394556711154308e-10
499,1.7805906749046585e-10
