epoch,variance
0,1.1003344901894252e-08
50,1.6186216811320264e-08
100,2.6083526449838246e-09
150,2.4851784519164255e-10
200,2.2961894885487055e-10
250,2.1805675320951678e-10
300,2.0716470205961457e-10
350,1.9892690272804714e-10
400,1.909526425869501e-10
450,1.8402403212380847e-10
499,1.7791913775599966e-10
