epoch,variance
0,1.1003344901894252e-08
50,1.623133805139787e-08
100,2.621650452283575e-09
150,2.488182715421061e-10
200,2.293423367882852e-10
250,2.1779239522956573e-10
300,2.0672499823071178e-10
350,1.9912475834882315e-10
400,1.9075471757723506e-10
450,1.8408380375589672e-10
499,1.7814871799970433e-10
